sex,age,age_cat,race,decile_score,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,29,25 - 45,African-American,4,1,-1,2013-05-24 4:41,2013-05-25 7:37,F,1,4,Low,1
Male,45,Greater than 45,Hispanic,7,8,0,2013-01-28 1:23,2013-01-29 4:24,F,0,7,Medium,0
Male,22,Less than 25,Caucasian,4,1,-8,2013-01-17 1:03,2013-01-25 10:04,F,1,4,Low,0
Female,22,Less than 25,African-American,8,0,-1,2013-05-27 6:02,2013-05-28 3:12,M,1,8,High,1
Male,42,25 - 45,African-American,9,5,186,2014-05-11 8:08,2014-05-11 8:14,F,1,9,High,1
Male,21,Less than 25,African-American,4,0,-1,2014-02-14 8:57,2014-03-31 9:03,M,0,4,Low,0
Male,56,Greater than 45,Caucasian,1,1,-1,2013-02-02 6:39,2013-02-03 7:26,M,0,1,Low,0
Male,48,Greater than 45,African-American,3,4,-1,2013-01-03 7:50,2013-01-04 6:15,F,0,3,Low,0
Male,27,25 - 45,Hispanic,2,1,-1,2014-03-08 5:10,2014-03-09 10:11,M,0,2,Low,0
Male,27,25 - 45,Caucasian,6,2,-1,2013-11-19 11:49,2013-11-26 9:27,F,1,6,Medium,1
Male,34,25 - 45,Hispanic,2,1,-1,2013-09-23 8:44,2013-09-27 9:07,F,0,2,Low,0
Male,23,Less than 25,African-American,6,5,0,2014-04-20 1:09,2014-04-21 3:27,F,1,6,Medium,1
Male,47,Greater than 45,African-American,5,3,0,2013-11-30 3:21,2013-12-11 9:01,F,1,5,Medium,1
Male,33,25 - 45,African-American,3,6,-1,2013-01-26 11:35,2013-01-28 8:41,M,1,3,Low,1
Male,58,Greater than 45,Caucasian,1,1,-1,2013-03-29 11:57,2013-03-31 3:36,F,0,1,Low,0
Female,33,25 - 45,African-American,5,1,-3,2013-07-19 6:23,2013-07-20 1:49,F,0,5,Medium,0
Female,40,25 - 45,African-American,5,2,-1,2013-01-27 8:40,2013-05-08 5:42,M,0,5,Medium,0
Male,22,Less than 25,Caucasian,5,0,0,2013-02-19 3:51,2013-02-20 3:44,F,1,5,Medium,0
Male,39,25 - 45,Caucasian,3,2,-1,2013-03-14 5:07,2013-03-22 9:45,F,0,3,Low,0
Male,30,25 - 45,Other,8,2,,,,F,0,8,High,0
Female,23,Less than 25,African-American,8,3,-37,2013-04-22 9:47,2013-05-29 10:09,F,1,8,High,0
Male,35,25 - 45,Caucasian,1,1,0,2013-05-27 12:28,2013-05-27 12:40,F,0,1,Low,0
Male,22,Less than 25,Hispanic,2,0,-1,2013-05-06 7:58,2013-05-07 7:41,M,0,2,Low,0
Male,43,25 - 45,African-American,6,7,-1,2014-02-25 5:39,2014-02-27 2:26,F,1,6,Medium,1
Male,37,25 - 45,Hispanic,4,4,-1,2013-08-09 11:34,2013-08-10 6:58,M,0,4,Low,0
Male,38,25 - 45,African-American,8,14,,,,F,0,8,High,0
Male,26,25 - 45,African-American,8,2,-1,2013-04-25 11:49,2013-04-26 7:29,F,1,8,High,1
Male,60,Greater than 45,Hispanic,4,0,-1,2014-03-29 8:36,2014-03-30 7:53,F,0,4,Low,0
Female,39,25 - 45,Caucasian,4,1,-1,2014-01-22 1:55,2014-01-29 8:33,F,0,4,Low,0
Male,36,25 - 45,African-American,8,16,-1,2014-11-22 4:43,2014-11-23 7:36,M,1,8,High,1
Male,25,25 - 45,African-American,4,1,,,,M,0,4,Low,0
Male,21,Less than 25,Caucasian,4,0,-1,2013-05-26 11:13,2013-05-27 9:52,M,1,4,Low,1
Female,28,25 - 45,Hispanic,3,1,-1,2014-12-21 1:07,2014-12-22 1:48,F,1,3,Low,1
Female,70,Greater than 45,Other,1,0,-1,2013-04-18 8:51,2013-04-19 8:09,F,0,1,Low,0
Male,25,25 - 45,African-American,9,3,,,,M,1,9,High,1
Male,53,Greater than 45,African-American,2,6,-1,2013-08-12 9:25,2013-08-13 8:16,F,1,2,Low,0
Male,37,25 - 45,Caucasian,6,0,-5,2013-02-28 8:59,2013-03-01 8:05,F,0,6,Medium,0
Male,21,Less than 25,African-American,6,1,-1,2014-01-07 3:45,2014-01-09 8:24,F,1,6,Medium,1
Male,28,25 - 45,African-American,6,1,-1,2013-10-27 7:38,2013-10-28 7:32,F,0,6,Medium,0
Male,21,Less than 25,African-American,6,1,-1,2013-02-19 10:55,2013-07-26 5:37,F,0,6,Medium,0
Male,32,25 - 45,African-American,10,2,,,,F,0,10,High,0
Male,56,Greater than 45,African-American,1,0,-1,2013-04-30 10:09,2013-05-06 9:12,F,0,1,Low,0
Male,30,25 - 45,Caucasian,3,3,-1,2014-03-08 8:19,2014-03-09 10:12,M,0,3,Low,0
Male,27,25 - 45,Caucasian,8,0,-1,2014-02-09 3:37,2014-03-28 10:24,F,1,8,High,1
Male,37,25 - 45,Hispanic,2,6,-1,2013-04-24 9:52,2013-04-25 10:18,F,1,2,Low,1
Male,27,25 - 45,African-American,8,1,-1,2013-02-01 3:25,2013-02-03 2:50,F,0,8,High,0
Male,41,25 - 45,African-American,7,7,0,2013-10-31 1:40,2013-11-01 9:24,M,1,7,Medium,1
Female,30,25 - 45,African-American,3,7,-1,2014-10-09 4:56,2014-10-10 2:41,M,1,3,Low,1
Male,32,25 - 45,African-American,8,7,-1,2014-03-03 10:36,2014-03-04 9:24,F,1,8,High,1
Male,26,25 - 45,Caucasian,5,7,-126,2013-10-23 3:44,2013-10-24 5:09,F,0,5,Medium,0
Male,31,25 - 45,African-American,4,0,,,,M,0,4,Low,0
Male,32,25 - 45,African-American,4,3,-1,2013-03-31 5:22,2013-04-01 2:19,F,0,4,Low,0
Female,34,25 - 45,Caucasian,5,5,-22,2014-10-08 7:29,2014-10-09 2:32,F,1,5,Medium,1
Male,46,Greater than 45,African-American,1,3,-1,2013-05-12 9:38,2013-05-14 8:29,F,0,1,Low,0
Male,24,Less than 25,African-American,3,1,-1,2014-08-24 5:19,2014-08-25 1:11,F,1,3,Low,1
Male,32,25 - 45,African-American,6,7,-1,2013-01-23 6:52,2013-03-15 7:45,F,1,6,Medium,1
Male,43,25 - 45,Caucasian,4,6,-1,2013-11-01 11:32,2013-11-11 8:08,F,1,4,Low,1
Male,50,Greater than 45,Caucasian,2,3,-1,2013-11-22 7:53,2013-12-04 5:08,F,0,2,Low,0
Male,30,25 - 45,Caucasian,4,4,0,2013-03-10 4:13,2013-06-14 6:31,F,1,4,Low,1
Male,37,25 - 45,African-American,7,3,-1,2013-05-23 12:12,2013-05-24 8:38,M,0,7,Medium,0
Male,31,25 - 45,African-American,9,12,82,2013-11-11 11:42,2014-08-29 12:36,F,1,9,High,1
Male,37,25 - 45,Hispanic,5,1,0,2014-02-25 4:14,2014-02-27 2:35,F,0,5,Medium,0
Male,21,Less than 25,Caucasian,6,1,-43,2013-04-02 12:51,2013-04-29 10:21,F,0,6,Medium,0
Male,75,Greater than 45,Hispanic,1,1,-112,2013-04-15 7:19,2013-07-26 8:45,F,0,1,Low,0
Male,40,25 - 45,Caucasian,4,3,0,2014-01-10 2:56,2014-02-19 11:13,M,0,4,Low,0
Female,53,Greater than 45,Caucasian,1,0,0,2013-01-18 4:05,2013-01-18 8:05,M,0,1,Low,0
Male,31,25 - 45,Other,2,6,-1,2013-10-31 2:20,2013-11-01 8:16,M,1,2,Low,1
Male,33,25 - 45,African-American,3,4,-1,2014-03-22 2:06,2014-03-23 9:32,M,0,3,Low,0
Male,23,Less than 25,African-American,6,2,418,2014-03-11 11:30,2014-03-12 8:43,F,1,6,Medium,1
Female,22,Less than 25,African-American,4,0,-1,2013-10-06 1:06,2013-10-07 8:44,M,0,4,Low,0
Male,27,25 - 45,African-American,3,2,-1,2013-07-31 11:28,2013-08-01 8:42,M,1,3,Low,1
Male,25,25 - 45,African-American,8,5,-1,2013-09-11 10:12,2013-09-15 3:38,M,1,8,High,1
Male,24,Less than 25,Caucasian,2,2,-1,2013-09-11 5:34,2013-09-12 8:29,F,0,2,Low,0
Female,24,Less than 25,African-American,5,2,0,2013-08-25 3:34,2013-08-28 5:35,F,1,5,Medium,1
Female,26,25 - 45,African-American,7,1,0,2013-02-09 4:50,2013-02-11 5:17,F,0,7,Medium,0
Male,56,Greater than 45,African-American,4,9,,,,F,0,4,Low,0
Female,26,25 - 45,African-American,10,3,-1,2014-12-05 3:27,2014-12-06 1:41,F,1,10,High,1
Male,26,25 - 45,African-American,8,7,212,2015-05-01 4:37,2015-05-04 8:29,M,1,8,High,1
Male,20,Less than 25,Caucasian,4,0,-1,2013-11-12 12:33,2013-11-14 2:05,F,1,4,Low,1
Male,27,25 - 45,African-American,6,4,0,2013-05-28 12:37,2013-05-28 8:46,M,1,6,Medium,1
Male,24,Less than 25,Caucasian,3,1,-1,2013-12-14 8:26,2013-12-15 9:06,F,1,3,Low,1
Male,26,25 - 45,African-American,7,8,0,2013-08-30 1:33,2013-08-31 8:29,F,1,7,Medium,1
Male,26,25 - 45,Caucasian,5,5,-1,2013-11-20 12:21,2013-11-26 5:30,M,0,5,Medium,0
Male,54,Greater than 45,Hispanic,1,0,-1,2014-05-04 7:22,2014-05-05 7:45,F,1,1,Low,1
Male,65,Greater than 45,Caucasian,6,3,,,,F,0,6,Medium,0
Female,33,25 - 45,Caucasian,6,5,-37,2014-07-09 8:04,2014-07-29 9:08,M,1,6,Medium,1
Male,64,Greater than 45,African-American,6,13,-28,2013-08-20 4:49,2013-08-21 7:35,M,0,6,Medium,0
Male,24,Less than 25,Caucasian,2,0,-1,2014-02-05 7:22,2014-02-06 9:10,F,0,2,Low,0
Male,35,25 - 45,African-American,6,29,-101,2013-06-18 7:13,2013-07-20 2:29,F,0,6,Medium,0
Female,57,Greater than 45,Caucasian,1,0,-5,2013-02-22 9:42,2013-02-23 7:56,M,0,1,Low,0
Female,46,Greater than 45,Caucasian,1,0,-1,2013-05-26 11:07,2013-05-28 7:56,M,0,1,Low,0
Male,56,Greater than 45,African-American,5,16,-1,2013-02-16 11:36,2013-02-17 1:39,F,0,5,Medium,0
Female,39,25 - 45,Caucasian,2,0,-1,2013-11-07 2:45,2013-11-07 9:01,M,0,2,Low,0
Male,68,Greater than 45,Caucasian,1,4,-1,2014-02-09 3:36,2014-02-20 8:48,M,0,1,Low,0
Female,22,Less than 25,African-American,9,5,-42,2013-08-08 4:05,2013-08-27 6:00,F,1,9,High,1
Male,28,25 - 45,African-American,3,1,-1,2013-12-26 5:11,2013-12-27 8:03,M,1,3,Low,1
Male,39,25 - 45,African-American,6,19,-1,2014-01-09 10:18,2014-01-10 8:00,M,1,6,Medium,1
Male,38,25 - 45,Caucasian,1,0,-1,2013-08-27 12:55,2013-08-28 10:01,M,0,1,Low,0
Female,25,25 - 45,African-American,10,3,-23,2014-01-04 3:28,2014-01-05 8:57,M,0,10,High,0
Male,25,25 - 45,Caucasian,5,2,0,2013-01-04 12:58,2013-01-05 6:15,F,0,5,Medium,0
Male,21,Less than 25,African-American,7,3,-1,2014-01-26 7:08,2014-02-05 3:43,F,1,7,Medium,1
Male,31,25 - 45,Caucasian,5,2,0,2013-03-19 4:52,2013-04-04 8:16,F,0,5,Medium,0
Male,33,25 - 45,African-American,6,3,-1,2013-01-10 7:42,2013-01-17 11:24,F,1,6,Medium,1
Male,26,25 - 45,African-American,10,20,0,2014-12-24 5:18,2015-02-06 4:02,F,1,10,High,1
Male,31,25 - 45,African-American,7,2,,,,F,0,7,Medium,0
Female,35,25 - 45,African-American,8,13,0,2013-03-13 1:13,2013-03-15 10:13,F,0,8,High,0
Male,34,25 - 45,African-American,8,19,-1,2013-12-12 7:17,2013-12-13 9:22,M,0,8,High,0
Male,41,25 - 45,Other,9,31,0,2013-01-29 2:15,2013-09-28 4:10,F,1,9,High,1
Male,57,Greater than 45,Other,1,0,-1,2013-03-04 7:27,2013-03-05 2:00,M,0,1,Low,0
Female,42,25 - 45,African-American,2,1,-1,2013-10-21 6:00,2013-10-22 1:59,F,0,2,Low,0
Male,26,25 - 45,African-American,10,9,-1,2013-02-22 9:20,2013-02-24 11:40,F,1,10,High,1
Male,24,Less than 25,Caucasian,9,1,-60,2014-01-24 10:32,2014-03-03 1:21,F,0,9,High,0
Male,36,25 - 45,African-American,6,2,-1,2014-08-13 4:21,2014-08-16 3:30,F,1,6,Medium,1
Male,41,25 - 45,African-American,10,24,-1,2014-06-06 7:27,2014-06-07 10:30,F,1,10,High,1
Male,27,25 - 45,Caucasian,2,0,-1,2013-08-03 4:44,2013-08-04 7:42,F,0,2,Low,0
Female,58,Greater than 45,Other,1,0,-1,2013-10-10 2:21,2013-10-11 9:09,F,1,1,Low,1
Male,45,Greater than 45,Caucasian,1,3,-23,2013-09-01 1:07,2013-09-01 2:06,F,1,1,Low,1
Male,34,25 - 45,Caucasian,2,5,0,2013-02-02 3:10,2013-02-03 7:07,F,1,2,Low,0
Male,50,Greater than 45,Hispanic,1,0,0,2013-02-04 1:55,2013-02-04 10:08,M,0,1,Low,0
Male,25,25 - 45,Caucasian,8,6,0,2014-04-06 2:30,2014-04-06 7:45,F,1,8,High,1
Male,24,Less than 25,African-American,5,2,-1,2014-04-14 4:13,2014-04-15 8:37,M,1,5,Medium,1
Male,39,25 - 45,Hispanic,3,2,,,,M,0,3,Low,0
Male,27,25 - 45,African-American,7,2,-1,2013-01-02 7:07,2013-03-26 10:38,F,0,7,Medium,0
Male,25,25 - 45,African-American,3,3,,,,F,0,3,Low,0
Male,30,25 - 45,Caucasian,4,2,0,2013-02-07 4:01,2013-02-07 7:28,M,1,4,Low,1
Male,22,Less than 25,Caucasian,8,3,-1,2013-05-07 3:33,2013-05-08 10:44,F,1,8,High,1
Male,27,25 - 45,African-American,5,0,-1,2013-01-30 8:22,2013-01-31 7:32,F,0,5,Medium,0
Male,20,Less than 25,Other,3,0,-1,2014-11-22 6:43,2014-11-23 12:40,F,1,3,Low,1
Male,41,25 - 45,African-American,5,19,29,2014-11-20 1:09,2015-01-07 11:12,F,1,5,Medium,1
Male,30,25 - 45,Caucasian,1,0,-1,2013-01-18 8:26,2013-01-19 1:18,F,0,1,Low,0
Male,24,Less than 25,African-American,8,3,-1,2013-02-01 11:43,2013-04-18 7:00,F,1,8,High,0
Male,39,25 - 45,African-American,1,0,-1,2013-05-11 3:06,2013-05-12 7:30,M,1,1,Low,0
Male,32,25 - 45,African-American,6,6,55,2013-07-19 11:55,2013-08-23 4:43,F,1,6,Medium,1
Female,32,25 - 45,African-American,2,3,-1,2013-08-22 7:27,2013-08-23 7:18,F,1,2,Low,1
Female,29,25 - 45,Caucasian,6,0,-1,2014-10-30 6:09,2015-10-08 6:13,F,1,6,Medium,1
Male,37,25 - 45,Other,1,0,-1,2014-11-10 9:56,2014-11-11 1:30,F,1,1,Low,1
Male,26,25 - 45,African-American,10,24,0,2013-03-01 1:25,2013-03-01 8:28,F,1,10,High,1
Male,24,Less than 25,African-American,6,2,0,2014-06-18 3:48,2014-06-19 4:05,F,1,6,Medium,1
Male,30,25 - 45,Other,1,2,-1,2013-02-01 7:57,2013-02-02 8:53,F,0,1,Low,0
Male,20,Less than 25,African-American,10,4,14,2013-12-19 4:03,2014-12-30 6:19,F,1,10,High,1
Male,25,25 - 45,African-American,6,1,-1,2014-07-31 12:34,2014-08-01 8:29,M,1,6,Medium,1
Female,31,25 - 45,Caucasian,4,0,-1,2014-05-18 11:42,2014-05-19 1:38,F,1,4,Low,1
Male,25,25 - 45,African-American,5,0,0,2013-12-21 12:29,2013-12-21 1:42,M,1,5,Medium,1
Male,41,25 - 45,Caucasian,1,0,-1,2014-02-03 9:59,2014-02-04 12:16,F,1,1,Low,1
Male,25,25 - 45,Caucasian,3,0,-1,2013-03-19 4:15,2013-03-20 7:31,F,0,3,Low,0
Male,25,25 - 45,African-American,5,2,-1,2013-02-10 3:23,2013-02-11 7:27,F,1,5,Medium,1
Male,22,Less than 25,African-American,4,1,0,2013-11-01 5:37,2013-11-01 8:51,F,1,4,Low,1
Female,25,25 - 45,African-American,7,0,-1,2013-08-21 5:03,2013-08-26 8:41,F,0,7,Medium,0
Male,38,25 - 45,African-American,2,0,0,2013-03-28 1:18,2013-03-29 3:48,M,0,2,Low,0
Male,40,25 - 45,Hispanic,5,0,0,2013-09-22 3:48,2013-11-26 1:12,F,0,5,Medium,0
Female,49,Greater than 45,Caucasian,2,4,-1,2013-10-29 5:20,2013-11-02 2:40,M,0,2,Low,0
Female,35,25 - 45,Caucasian,3,2,-3,2013-08-02 11:15,2013-08-04 8:22,M,0,3,Low,0
Male,21,Less than 25,Native American,6,0,-1,2013-09-04 5:23,2013-09-05 7:35,M,1,6,Medium,1
Male,25,25 - 45,Other,4,0,-1,2013-12-19 11:03,2013-12-21 4:28,F,0,4,Low,0
Male,21,Less than 25,Caucasian,4,1,-1,2013-12-24 3:45,2013-12-25 2:37,F,0,4,Low,0
Female,24,Less than 25,Caucasian,4,2,-96,2013-07-03 7:12,2013-07-06 2:55,F,0,4,Low,0
Male,45,Greater than 45,Hispanic,3,1,,,,F,0,3,Low,0
Female,24,Less than 25,African-American,9,11,-1,2013-09-03 3:06,2013-11-19 5:29,M,1,9,High,1
Male,28,25 - 45,Caucasian,3,3,-1,2013-05-21 7:48,2013-07-11 2:10,F,0,3,Low,0
Female,34,25 - 45,African-American,9,1,148,2013-06-27 4:22,2013-07-18 11:55,M,0,9,High,0
Male,34,25 - 45,African-American,6,4,-1,2013-08-15 9:28,2013-08-16 9:06,F,1,6,Medium,1
Male,57,Greater than 45,African-American,7,8,-1,2013-03-23 7:39,2013-03-28 8:55,M,1,7,Medium,0
Male,40,25 - 45,African-American,9,15,-1,2013-02-01 5:27,2013-04-14 11:31,F,1,9,High,1
Male,22,Less than 25,African-American,4,2,-1,2014-06-18 3:10,2014-06-19 8:48,M,1,4,Low,1
Male,37,25 - 45,African-American,6,3,-1,2013-02-16 5:28,2013-02-17 4:02,M,1,6,Medium,1
Female,43,25 - 45,African-American,6,0,0,2013-11-24 12:15,2013-11-24 9:16,F,0,6,Medium,0
Male,26,25 - 45,African-American,7,5,0,2013-09-21 2:08,2013-09-21 8:43,F,1,7,Medium,1
Male,24,Less than 25,Caucasian,3,2,-1,2013-02-25 10:40,2013-02-26 12:43,F,1,3,Low,1
Male,23,Less than 25,African-American,7,1,,,,F,0,7,Medium,0
Male,56,Greater than 45,Caucasian,1,1,-2,2014-01-14 10:01,2014-01-15 2:03,F,1,1,Low,1
Male,23,Less than 25,African-American,7,2,-1,2013-02-13 5:03,2013-02-15 5:28,F,1,7,Medium,1
Male,43,25 - 45,Caucasian,6,12,-1,2013-10-22 7:27,2013-12-13 11:43,F,0,6,Medium,0
Male,32,25 - 45,Asian,1,0,-1,2013-09-11 3:41,2013-09-12 8:28,M,0,1,Low,0
Male,21,Less than 25,African-American,9,0,-1,2013-12-30 7:11,2014-01-01 2:59,F,1,9,High,1
Male,51,Greater than 45,African-American,3,2,-1,2013-09-08 9:34,2013-10-03 8:51,F,0,3,Low,0
Male,20,Less than 25,African-American,10,0,-1,2014-03-26 9:51,2014-04-07 8:56,M,1,10,High,1
Male,39,25 - 45,Caucasian,1,1,-99,2013-08-27 2:30,2013-08-28 11:08,F,0,1,Low,0
Male,42,25 - 45,African-American,10,17,-1,2014-10-22 11:34,2014-11-24 10:35,F,1,10,High,1
Male,58,Greater than 45,Hispanic,1,1,-2,2014-03-03 2:58,2014-03-05 4:31,M,0,1,Low,0
Female,28,25 - 45,Other,2,1,0,2013-05-14 2:30,2013-05-14 7:42,F,0,2,Low,0
Female,30,25 - 45,African-American,3,2,-1,2013-08-28 9:16,2013-08-29 7:25,M,0,3,Low,0
Male,28,25 - 45,Caucasian,6,4,-1,2014-01-31 8:44,2014-02-01 10:36,M,1,6,Medium,1
Male,29,25 - 45,African-American,6,6,108,2013-07-29 5:26,2013-12-26 6:54,F,1,6,Medium,1
Female,24,Less than 25,Caucasian,10,9,-1,2013-04-09 9:14,2013-04-18 6:22,M,1,10,High,1
Male,22,Less than 25,African-American,9,1,0,2013-03-23 1:18,2013-04-30 7:29,F,1,9,High,1
Female,27,25 - 45,African-American,4,3,-32,2013-09-05 12:47,2013-09-05 7:53,F,1,4,Low,1
Male,50,Greater than 45,Caucasian,2,1,-1,2013-04-02 8:14,2013-04-03 8:17,F,0,2,Low,0
Male,30,25 - 45,African-American,9,5,-1,2013-02-27 2:39,2013-02-28 11:47,M,1,9,High,0
Male,28,25 - 45,Caucasian,2,0,-1,2014-10-25 8:45,2014-10-26 8:24,F,1,2,Low,1
Male,21,Less than 25,African-American,7,3,-1,2014-10-16 11:07,2014-10-17 8:03,F,1,7,Medium,1
Male,26,25 - 45,Hispanic,1,2,0,2014-02-11 12:38,2014-02-11 8:51,M,0,1,Low,0
Female,51,Greater than 45,Caucasian,5,0,-1,2013-01-26 10:20,2013-01-28 8:30,F,0,5,Medium,0
Male,21,Less than 25,African-American,7,1,0,2013-02-24 2:13,2013-02-27 8:20,F,0,7,Medium,0
Male,29,25 - 45,Caucasian,2,0,-1,2013-02-25 9:36,2013-02-26 12:43,F,1,2,Low,1
Male,43,25 - 45,Caucasian,4,0,-1,2014-02-18 5:27,2014-02-19 2:01,M,0,4,Low,0
Male,22,Less than 25,African-American,4,1,0,2013-04-20 12:32,2013-04-22 9:19,F,0,4,Low,0
Male,52,Greater than 45,African-American,7,0,-1,2013-02-03 4:08,2013-02-08 1:49,F,1,7,Medium,1
Male,36,25 - 45,African-American,1,0,0,2013-04-27 4:02,2013-04-28 3:43,F,0,1,Low,0
Male,24,Less than 25,African-American,2,0,-1,2013-12-11 11:10,2013-12-12 8:41,F,0,2,Low,0
Male,26,25 - 45,African-American,6,5,-1,2013-09-03 1:43,2013-09-04 4:59,F,0,6,Medium,0
Male,27,25 - 45,African-American,8,8,0,2013-01-12 5:16,2013-01-12 8:53,M,1,8,High,0
Male,19,Less than 25,Caucasian,8,0,-2,2014-11-03 4:49,2014-11-05 11:19,M,1,8,High,1
Male,26,25 - 45,Caucasian,5,2,0,2013-04-29 12:10,2013-04-29 6:51,F,0,5,Medium,0
Male,24,Less than 25,African-American,4,1,-163,2013-03-13 10:29,2013-08-16 9:09,F,0,4,Low,0
Female,29,25 - 45,African-American,4,0,-3,2013-04-05 11:21,2013-04-06 1:18,F,0,4,Low,0
Female,29,25 - 45,Caucasian,10,20,11,2014-09-02 3:40,2014-10-28 9:57,F,1,10,High,1
Male,38,25 - 45,African-American,4,1,-1,2014-06-19 11:13,2014-09-05 1:38,F,1,4,Low,1
Male,34,25 - 45,African-American,6,5,0,2013-08-09 1:05,2013-08-09 8:05,F,0,6,Medium,0
Male,23,Less than 25,Other,4,2,-1,2013-02-05 11:15,2013-02-07 9:22,F,1,4,Low,0
Male,26,25 - 45,Other,5,0,-1,2013-05-09 11:25,2013-05-10 1:21,F,1,5,Medium,1
Female,29,25 - 45,African-American,2,1,-1,2013-08-01 6:50,2013-08-02 2:08,M,0,2,Low,0
Male,24,Less than 25,African-American,5,1,0,2013-02-01 6:22,2013-02-02 3:17,F,1,5,Medium,0
Male,31,25 - 45,Hispanic,8,1,-1,2013-08-14 6:48,2013-08-31 8:40,F,1,8,High,1
Male,50,Greater than 45,Caucasian,1,0,-1,2014-03-16 6:13,2014-03-17 2:19,F,0,1,Low,0
Female,24,Less than 25,African-American,7,0,-1,2013-03-10 8:01,2013-03-11 6:44,M,1,7,Medium,0
Female,31,25 - 45,African-American,3,0,0,2014-02-17 12:34,2014-02-17 9:33,F,0,3,Low,0
Male,36,25 - 45,African-American,9,13,-1,2013-10-22 4:48,2013-10-24 5:02,F,1,9,High,1
Male,32,25 - 45,African-American,9,13,-1,2013-02-24 8:44,2013-04-04 4:04,M,1,9,High,1
Male,63,Greater than 45,Caucasian,1,1,,,,M,0,1,Low,0
Male,42,25 - 45,African-American,2,1,-17,2013-08-27 8:39,2013-09-13 10:53,M,1,2,Low,1
Male,22,Less than 25,African-American,7,0,-1,2013-01-08 2:04,2013-01-09 12:43,F,0,7,Medium,0
Male,26,25 - 45,African-American,7,5,-1,2013-09-25 6:48,2013-10-22 10:32,F,1,7,Medium,1
Male,26,25 - 45,African-American,8,10,-1,2013-04-01 7:08,2013-04-02 12:50,F,1,8,High,1
Male,30,25 - 45,Hispanic,5,3,-1,2014-12-30 7:23,2015-01-01 12:43,M,1,5,Medium,1
Male,53,Greater than 45,Caucasian,2,3,-2,2014-11-14 10:39,2014-11-17 2:31,M,1,2,Low,1
Male,23,Less than 25,African-American,6,2,-2,2013-07-16 2:40,2013-07-18 11:18,F,1,6,Medium,1
Male,22,Less than 25,Caucasian,3,0,-1,2013-03-05 1:56,2013-03-06 7:34,F,0,3,Low,0
Male,27,25 - 45,Caucasian,2,0,0,2013-03-23 7:09,2013-03-24 7:23,M,0,2,Low,0
Female,21,Less than 25,Other,4,0,-1,2013-08-29 9:09,2013-08-30 8:31,M,0,4,Low,0
Male,42,25 - 45,Caucasian,7,2,-1,2014-10-30 5:20,2014-10-31 9:04,F,1,7,Medium,1
Male,31,25 - 45,African-American,5,4,0,2014-08-29 1:37,2014-09-02 4:07,F,1,5,Medium,1
Male,80,Greater than 45,Caucasian,1,0,-1,2013-03-17 12:58,2013-03-18 2:20,M,0,1,Low,0
Male,58,Greater than 45,Caucasian,1,1,-42,2013-07-17 1:45,2013-07-17 7:42,M,0,1,Low,0
Male,68,Greater than 45,African-American,4,6,-1,2013-09-21 10:10,2013-09-24 4:44,M,0,4,Low,0
Male,23,Less than 25,African-American,8,1,0,2013-02-12 2:32,2013-02-14 3:14,F,0,8,High,0
Male,36,25 - 45,African-American,6,4,-4,2014-10-04 3:39,2014-10-06 6:07,F,1,6,Medium,1
Male,24,Less than 25,Caucasian,10,0,-1,2013-03-30 10:27,2013-04-15 9:08,F,0,10,High,0
Male,41,25 - 45,Caucasian,1,2,-42,2014-02-11 9:19,2014-03-25 10:21,F,0,1,Low,0
Male,21,Less than 25,Caucasian,8,0,-1,2013-04-09 7:15,2013-04-10 8:13,F,1,8,High,1
Male,26,25 - 45,African-American,4,3,0,2014-04-09 3:30,2014-04-10 8:41,M,1,4,Low,1
Female,30,25 - 45,African-American,7,8,-1,2013-04-20 2:35,2013-06-04 7:20,F,1,7,Medium,1
Male,39,25 - 45,Hispanic,1,0,,,,M,1,1,Low,1
Male,36,25 - 45,Caucasian,5,1,-1,2013-09-14 7:24,2013-09-15 4:24,F,0,5,Medium,0
Male,21,Less than 25,African-American,8,0,-1,2013-12-18 1:10,2014-01-21 11:37,F,1,8,High,1
Female,31,25 - 45,African-American,5,1,-1,2013-02-01 9:12,2013-02-02 5:51,M,0,5,Medium,0
Female,20,Less than 25,African-American,6,0,-1,2013-11-14 3:12,2013-11-16 8:30,F,1,6,Medium,1
Male,49,Greater than 45,Caucasian,8,4,-8,2013-02-11 1:58,2013-02-15 8:53,M,1,8,High,0
Male,24,Less than 25,Caucasian,9,0,0,2013-10-20 1:51,2013-10-22 7:47,F,0,9,High,0
Male,20,Less than 25,African-American,8,0,-1,2014-02-27 3:24,2014-02-28 1:48,F,1,8,High,1
Male,44,25 - 45,Caucasian,1,1,-22,2013-09-29 4:09,2013-09-30 12:00,M,1,1,Low,0
Female,25,25 - 45,African-American,3,1,-13,2013-08-22 5:18,2013-09-04 5:19,F,0,3,Low,0
Male,41,25 - 45,Caucasian,4,11,-1,2014-11-24 1:34,2015-03-22 3:44,F,1,4,Low,1
Male,25,25 - 45,African-American,2,1,-1,2013-12-05 9:04,2013-12-06 8:24,F,0,2,Low,0
Male,44,25 - 45,Hispanic,1,0,-1,2013-10-20 1:02,2013-10-21 7:40,M,0,1,Low,0
Male,33,25 - 45,African-American,1,0,-1,2013-05-06 11:44,2013-05-07 1:25,F,0,1,Low,0
